Customer ID,Last Used Platform,Is Blocked,Created At,Language,Outstanding Amount,Loyalty Points,Number of Employees
4362723,WEB,0,2021-10-05T14:46:27.000Z,en,0,0,
4362740,WEB,0,2021-10-05T14:50:11.000Z,en,0,0,
4363452,WEB,0,2021-10-05T18:23:05.000Z,en,0,0,
4363544,WEB,0,2021-10-05T18:55:13.000Z,en,0,0,
4366629,WEB,0,2021-10-06T12:07:05.000Z,en,0,56,
4367356,WEB,0,2021-10-06T15:22:02.000Z,en,0,0,
4367551,WEB,0,2021-10-06T16:19:52.000Z,en,0,0,
4367561,WEB,0,2021-10-06T16:22:26.000Z,en,0,18,
4367684,WEB,0,2021-10-06T17:01:13.000Z,en,0,0,
4367688,WEB,0,2021-10-06T17:02:06.000Z,en,0,0,
4367692,WEB,0,2021-10-06T17:02:56.000Z,en,0,20,
4367695,WEB,0,2021-10-06T17:03:37.000Z,en,0,0,
4367717,WEB,0,2021-10-06T17:09:07.000Z,en,0,34,
4367972,WEB,0,2021-10-06T18:35:47.000Z,en,0,0,
4368056,WEB,0,2021-10-06T19:03:58.000Z,en,0,0,
4369767,WEB,0,2021-10-07T10:01:52.000Z,en,0,326,
4370934,WEB,0,2021-10-07T15:26:58.000Z,en,0,0,
4371171,WEB,0,2021-10-07T16:25:08.000Z,en,0,0,
4371241,WEB,0,2021-10-07T16:43:13.000Z,en,0,0,
4371306,WEB,0,2021-10-07T17:02:22.000Z,en,0,0,
4372709,WEB,0,2021-10-07T18:59:29.000Z,en,0,0,
4372720,WEB,0,2021-10-07T19:02:38.000Z,en,0,0,
4372728,WEB,0,2021-10-07T19:05:55.000Z,en,0,0,
4372738,WEB,0,2021-10-07T19:07:42.000Z,en,0,0,
4378178,WEB,0,2021-10-08T16:32:06.000Z,en,0,0,
4378467,WEB,0,2021-10-08T17:36:32.000Z,en,0,0,
4379822,WEB,0,2021-10-08T19:02:41.000Z,en,0,0,
4379829,WEB,0,2021-10-08T19:04:50.000Z,en,0,0,
4379831,WEB,0,2021-10-08T19:06:06.000Z,en,0,0,
4379835,WEB,0,2021-10-08T19:06:49.000Z,en,0,0,
4379838,WEB,0,2021-10-08T19:07:32.000Z,en,0,0,
4379845,WEB,0,2021-10-08T19:09:09.000Z,en,0,0,
4379846,WEB,0,2021-10-08T19:09:19.000Z,en,0,0,
4383045,WEB,0,2021-10-09T09:51:22.000Z,en,0,125,
4384967,WEB,0,2021-10-09T17:47:29.000Z,en,0,0,
4385304,WEB,0,2021-10-09T19:23:11.000Z,en,0,0,
4396163,WEB,0,2021-10-11T15:01:27.000Z,en,0,0,
4396319,WEB,0,2021-10-11T15:42:53.000Z,en,0,0,
4396357,WEB,0,2021-10-11T15:53:00.000Z,en,0,0,
4396443,WEB,0,2021-10-11T16:17:50.000Z,en,0,166,
4396463,WEB,0,2021-10-11T16:22:42.000Z,en,0,0,
4396478,WEB,0,2021-10-11T16:26:34.000Z,en,0,0,
4396581,WEB,0,2021-10-11T17:11:45.000Z,en,0,0,
4400733,WEB,0,2021-10-12T14:50:10.000Z,en,0,0,
4402665,WEB,0,2021-10-12T19:10:09.000Z,en,0,10,
4402670,WEB,0,2021-10-12T19:11:10.000Z,en,0,0,
4402774,WEB,0,2021-10-12T19:12:00.000Z,en,0,0,
4402923,WEB,0,2021-10-12T19:13:08.000Z,en,0,0,
4403067,WEB,0,2021-10-12T19:14:16.000Z,en,0,0,
4403635,WEB,0,2021-10-12T19:18:58.000Z,en,0,0,
4406582,WEB,0,2021-10-13T10:58:28.000Z,en,0,0,
4406691,WEB,0,2021-10-13T11:31:13.000Z,en,0,0,
4406763,WEB,0,2021-10-13T11:51:41.000Z,en,0,118,
4407022,WEB,0,2021-10-13T13:11:55.000Z,en,0,0,
4407646,WEB,0,2021-10-13T15:59:04.000Z,en,0,0,
4407704,WEB,0,2021-10-13T16:15:48.000Z,en,0,0,
4408334,WEB,0,2021-10-13T16:54:03.000Z,en,0,0,
4408843,WEB,0,2021-10-13T17:05:23.000Z,en,0,0,
4408895,WEB,0,2021-10-13T17:18:53.000Z,en,0,335,
4410109,WEB,0,2021-10-13T18:38:47.000Z,en,0,0,
4411346,WEB,0,2021-10-13T20:43:03.000Z,en,0,0,
4413504,WEB,0,2021-10-14T07:35:10.000Z,en,0,612,
4416844,WEB,0,2021-10-14T19:33:52.000Z,en,0,162,
4416854,WEB,0,2021-10-14T19:37:53.000Z,en,0,12,
4416864,WEB,0,2021-10-14T19:42:12.000Z,en,0,0,
4416869,WEB,0,2021-10-14T19:45:33.000Z,en,0,167,
4416878,WEB,0,2021-10-14T19:49:27.000Z,en,0,713,
4416890,WEB,0,2021-10-14T19:54:48.000Z,en,0,50,
4416902,WEB,0,2021-10-14T20:02:04.000Z,en,0,106,
4416919,WEB,0,2021-10-14T20:09:26.000Z,en,0,0,
4417022,WEB,0,2021-10-14T20:12:49.000Z,en,0,0,
4417937,WEB,0,2021-10-14T20:20:48.000Z,en,0,50,
4417944,WEB,0,2021-10-14T20:23:47.000Z,en,0,1165,
4417949,WEB,0,2021-10-14T20:26:58.000Z,en,0,3591,
4420692,WEB,0,2021-10-15T08:41:24.000Z,en,0,0,
4420776,WEB,0,2021-10-15T09:04:16.000Z,en,0,5570,
4420816,WEB,0,2021-10-15T09:15:39.000Z,en,0,2952,
4420838,WEB,0,2021-10-15T09:21:55.000Z,en,0,598,
4420851,WEB,0,2021-10-15T09:26:03.000Z,en,0,3637,
4420869,WEB,0,2021-10-15T09:30:54.000Z,en,0,1971,
4420982,WEB,0,2021-10-15T10:08:37.000Z,en,0,2029,
4421087,WEB,0,2021-10-15T10:47:51.000Z,en,0,589,
4421338,WEB,0,2021-10-15T11:58:34.000Z,en,0,2479,
4423979,WEB,0,2021-10-15T18:17:41.000Z,en,0,177,
4424119,WEB,0,2021-10-15T18:51:29.000Z,en,0,23,
4424121,WEB,0,2021-10-15T18:51:48.000Z,en,0,160,
4424173,WEB,0,2021-10-15T19:10:12.000Z,en,0,2126,
4424189,WEB,0,2021-10-15T19:14:51.000Z,en,0,1055,
4424201,WEB,0,2021-10-15T19:18:03.000Z,en,0,75,
4424239,WEB,0,2021-10-15T19:29:33.000Z,en,0,354,
4424245,WEB,0,2021-10-15T19:32:26.000Z,en,0,23,
4424254,WEB,0,2021-10-15T19:34:39.000Z,en,0,40,
4424279,WEB,0,2021-10-15T19:42:50.000Z,en,0,364,
4424303,WEB,0,2021-10-15T19:51:19.000Z,en,0,6684,
4424325,WEB,0,2021-10-15T19:56:28.000Z,en,0,47,
4424330,WEB,0,2021-10-15T20:00:26.000Z,en,0,33,
4424345,WEB,0,2021-10-15T20:04:55.000Z,en,0,50,
4424356,WEB,0,2021-10-15T20:08:25.000Z,en,0,50,
4424367,WEB,0,2021-10-15T20:11:27.000Z,en,0,12,
4424384,WEB,0,2021-10-15T20:15:54.000Z,en,0,0,
4424749,WEB,0,2021-10-15T20:24:15.000Z,en,0,122,
4425055,WEB,0,2021-10-15T20:26:54.000Z,en,0,334,
4425429,WEB,0,2021-10-15T20:31:30.000Z,en,0,18,
4425443,WEB,0,2021-10-15T20:38:02.000Z,en,0,414,
4425457,WEB,0,2021-10-15T20:43:05.000Z,en,0,84,
4429787,WEB,0,2021-10-16T12:07:03.000Z,en,0,12,
4429802,WEB,0,2021-10-16T12:12:18.000Z,en,0,452,
4429851,WEB,0,2021-10-16T12:28:22.000Z,en,0,182,
4433502,WEB,0,2021-10-16T19:30:43.000Z,en,0,825,
4433547,WEB,0,2021-10-16T19:44:17.000Z,en,0,42,
4435545,WEB,0,2021-10-17T10:03:52.000Z,en,0,18,3.0
4441663,WEB,0,2021-10-18T10:44:58.000Z,en,0,122,3.0
4445654,WEB,0,2021-10-19T07:27:13.000Z,en,0,122,4.0
4445934,WEB,0,2021-10-19T08:48:51.000Z,en,0,25,2.0
4449444,WEB,0,2021-10-20T00:05:29.000Z,en,0,0,
4450497,WEB,0,2021-10-20T08:40:17.000Z,en,0,662,9060671375.0
4450745,WEB,0,2021-10-20T09:16:35.000Z,en,0,1371,8163446154.0
4451964,WEB,0,2021-10-20T14:34:54.000Z,en,0,244,
4452788,WEB,0,2021-10-20T17:32:14.000Z,en,0,0,
4453287,WEB,0,2021-10-20T20:45:20.000Z,en,0,3524,2.0
4455523,WEB,0,2021-10-21T07:49:00.000Z,en,0,202,3.0
4456030,WEB,0,2021-10-21T10:27:15.000Z,en,0,0,2.0
4456231,WEB,0,2021-10-21T11:27:56.000Z,en,0,0,
4458416,WEB,0,2021-10-21T16:37:33.000Z,en,0,42,2.0
4458878,WEB,0,2021-10-21T19:01:42.000Z,en,0,40,4.0
4460053,WEB,0,2021-10-21T20:14:37.000Z,en,0,360,3.0
4460060,WEB,0,2021-10-21T20:17:56.000Z,en,0,25,3.0
4460081,WEB,0,2021-10-21T20:27:38.000Z,en,0,341,2.0
4460090,WEB,0,2021-10-21T20:32:51.000Z,en,0,198,3.0
4460110,WEB,0,2021-10-21T20:40:46.000Z,en,0,90,3.0
4460116,WEB,0,2021-10-21T20:43:36.000Z,en,0,18,3.0
4460125,WEB,0,2021-10-21T20:47:46.000Z,en,0,50,5.0
4460146,WEB,0,2021-10-21T20:59:56.000Z,en,0,25,3.0
4462417,WEB,0,2021-10-22T08:35:52.000Z,en,0,0,
4462815,WEB,0,2021-10-22T10:40:50.000Z,en,0,0,2.0
4462823,WEB,0,2021-10-22T10:43:13.000Z,en,0,0,4.0
4462862,WEB,0,2021-10-22T10:54:57.000Z,en,0,0,8132217297.0
4462919,WEB,0,2021-10-22T11:11:45.000Z,en,0,0,4.0
4462949,WEB,0,2021-10-22T11:19:32.000Z,en,0,0,3.0
4462963,WEB,0,2021-10-22T11:21:56.000Z,en,0,0,4.0
4463056,WEB,0,2021-10-22T11:48:38.000Z,en,0,0,
4463081,WEB,0,2021-10-22T11:55:50.000Z,en,0,0,5.0
4463092,WEB,0,2021-10-22T11:58:55.000Z,en,0,0,8132217297.0
4463209,WEB,0,2021-10-22T12:33:05.000Z,en,0,0,8132217297.0
4463255,WEB,0,2021-10-22T12:43:58.000Z,en,0,13,2.0
4463359,WEB,0,2021-10-22T13:06:33.000Z,en,0,0,3.0
4463520,WEB,0,2021-10-22T13:48:13.000Z,en,0,0,
4463597,WEB,0,2021-10-22T14:04:07.000Z,en,0,0,2.0
4463663,WEB,0,2021-10-22T14:21:12.000Z,en,0,21,8132217297.0
4465132,WEB,0,2021-10-22T18:48:10.000Z,en,0,0,
4465163,WEB,0,2021-10-22T18:58:39.000Z,en,0,0,2.0
4465290,WEB,0,2021-10-22T19:51:48.000Z,en,0,100,2.0
4465307,WEB,0,2021-10-22T19:56:20.000Z,en,0,10,2.0
4465348,WEB,0,2021-10-22T20:12:54.000Z,en,0,2492,2.0
4465361,WEB,0,2021-10-22T20:16:33.000Z,en,0,822,3.0
4465373,WEB,0,2021-10-22T20:20:18.000Z,en,0,42,2.0
4465432,WEB,0,2021-10-22T20:38:06.000Z,en,0,25,3.0
4465439,WEB,0,2021-10-22T20:41:23.000Z,en,0,16,3.0
4466605,WEB,0,2021-10-23T06:44:51.000Z,en,0,0,2.0
4466945,WEB,0,2021-10-23T08:35:13.000Z,en,0,3559,3.0
4467036,WEB,0,2021-10-23T09:04:15.000Z,en,0,0,3.0
4467093,WEB,0,2021-10-23T09:25:32.000Z,en,0,0,3.0
4467121,WEB,0,2021-10-23T09:34:13.000Z,en,0,0,
4467208,WEB,0,2021-10-23T09:58:55.000Z,en,0,0,8132217297.0
4467421,WEB,0,2021-10-23T10:49:38.000Z,en,0,0,2.0
4467512,WEB,0,2021-10-23T11:09:37.000Z,en,0,0,4.0
4467580,WEB,0,2021-10-23T11:25:42.000Z,en,0,0,2.0
4467608,WEB,0,2021-10-23T11:31:55.000Z,en,0,0,20.0
4467617,WEB,0,2021-10-23T11:33:07.000Z,en,0,0,
4467714,WEB,0,2021-10-23T11:59:26.000Z,en,0,0,4.0
4467744,WEB,0,2021-10-23T12:05:07.000Z,en,0,0,10.0
4468006,WEB,0,2021-10-23T13:05:18.000Z,en,0,124,6.0
4468007,WEB,0,2021-10-23T13:05:35.000Z,en,0,0,2.0
4468186,WEB,0,2021-10-23T13:44:00.000Z,en,0,5749,3.0
4468406,WEB,0,2021-10-23T14:32:32.000Z,en,0,0,4.0
4468511,WEB,0,2021-10-23T14:55:50.000Z,en,0,0,2.0
4468519,WEB,0,2021-10-23T14:57:30.000Z,en,0,0,5.0
4468592,WEB,0,2021-10-23T15:15:42.000Z,en,0,62,3.0
4468595,WEB,0,2021-10-23T15:16:39.000Z,en,0,0,1.0
4468607,WEB,0,2021-10-23T15:20:45.000Z,en,0,42,4.0
4468741,WEB,0,2021-10-23T15:53:00.000Z,en,0,0,3.0
4468786,WEB,0,2021-10-23T16:02:39.000Z,en,0,126,7.0
4470596,WEB,0,2021-10-23T19:14:44.000Z,en,0,50,5.0
4470611,WEB,0,2021-10-23T19:18:46.000Z,en,0,1440,4.0
4470645,WEB,0,2021-10-23T19:29:36.000Z,en,0,40,4.0
4476935,WEB,0,2021-10-25T05:13:04.000Z,en,0,0,2.0
4477329,WEB,0,2021-10-25T07:46:20.000Z,en,0,203,2.0
4477913,WEB,0,2021-10-25T10:58:33.000Z,en,0,40,3.0
4477996,WEB,0,2021-10-25T11:26:12.000Z,en,0,0,1.0
4478030,WEB,0,2021-10-25T11:35:45.000Z,en,0,0,1.0
4478157,WEB,0,2021-10-25T12:20:04.000Z,en,0,0,2.0
4478158,WEB,0,2021-10-25T12:20:08.000Z,en,0,0,1.0
4478186,WEB,0,2021-10-25T12:31:18.000Z,en,0,0,
4478718,WEB,0,2021-10-25T14:44:59.000Z,en,0,0,3.0
4478751,WEB,0,2021-10-25T14:51:29.000Z,en,0,0,2.0
4478871,WEB,0,2021-10-25T15:27:11.000Z,en,0,0,2.0
4479423,WEB,0,2021-10-25T17:58:09.000Z,en,0,0,
4479429,WEB,0,2021-10-25T18:00:57.000Z,en,0,0,3.0
4479601,WEB,0,2021-10-25T19:01:41.000Z,en,0,204,3.0
4479682,WEB,0,2021-10-25T19:30:37.000Z,en,0,337,3.0
4479754,WEB,0,2021-10-25T20:12:04.000Z,en,0,1804,3.0
4479763,WEB,0,2021-10-25T20:16:01.000Z,en,0,2412,4.0
4479784,WEB,0,2021-10-25T20:25:41.000Z,en,0,121,4.0
4479796,WEB,0,2021-10-25T20:34:02.000Z,en,0,103,3.0
4479814,WEB,0,2021-10-25T20:45:38.000Z,en,0,40,2.0
4479922,WEB,0,2021-10-25T21:50:24.000Z,en,0,0,2.0
4481112,WEB,0,2021-10-26T08:19:24.000Z,en,0,0,
4481255,WEB,0,2021-10-26T09:09:38.000Z,en,0,4554,8171221221.0
4481365,WEB,0,2021-10-26T09:48:48.000Z,en,0,2507,6.0
4481561,WEB,0,2021-10-26T10:58:09.000Z,en,0,0,4.0
4481675,WEB,0,2021-10-26T11:37:54.000Z,en,0,0,3.0
4482092,WEB,0,2021-10-26T13:44:14.000Z,en,0,0,
4482290,WEB,0,2021-10-26T14:37:50.000Z,en,0,2482,3.0
4482559,WEB,0,2021-10-26T15:54:04.000Z,en,0,40,2.0
4482590,WEB,0,2021-10-26T16:02:45.000Z,en,0,40,2.0
4482818,WEB,0,2021-10-26T17:19:38.000Z,en,0,0,4.0
4484079,WEB,0,2021-10-26T18:42:56.000Z,en,0,50,
4484239,WEB,0,2021-10-26T19:44:39.000Z,en,0,10,
4484246,WEB,0,2021-10-26T19:47:53.000Z,en,0,848,2.0
4484264,WEB,0,2021-10-26T19:57:00.000Z,en,0,124,3.0
4484270,WEB,0,2021-10-26T20:00:13.000Z,en,0,22,4.0
4484305,WEB,0,2021-10-26T20:13:49.000Z,en,0,24,2.0
4484306,WEB,0,2021-10-26T20:13:53.000Z,en,0,380,8099621525.0
4484309,WEB,0,2021-10-26T20:14:28.000Z,en,0,48,
4484311,WEB,0,2021-10-26T20:15:05.000Z,en,0,10,
4484314,WEB,0,2021-10-26T20:16:09.000Z,en,0,40,
4484317,WEB,0,2021-10-26T20:17:03.000Z,en,0,48,
4484321,WEB,0,2021-10-26T20:18:37.000Z,en,0,20,3.0
4484349,WEB,0,2021-10-26T20:27:52.000Z,en,0,0,3.0
4484353,WEB,0,2021-10-26T20:30:36.000Z,en,0,0,3.0
4485922,WEB,0,2021-10-27T10:54:12.000Z,en,0,0,
4486142,WEB,0,2021-10-27T12:01:11.000Z,en,0,0,
4486220,WEB,0,2021-10-27T12:21:58.000Z,en,0,0,1.0
4486365,WEB,0,2021-10-27T13:00:36.000Z,en,0,297,10.0
4486410,WEB,0,2021-10-27T13:12:40.000Z,en,0,0,3.0
4486509,WEB,0,2021-10-27T13:37:14.000Z,en,0,0,2.0
4487617,WEB,0,2021-10-27T18:55:49.000Z,en,0,285,4.0
4487679,WEB,0,2021-10-27T19:22:18.000Z,en,0,2215,2.0
4487707,WEB,0,2021-10-27T19:36:34.000Z,en,0,2040,8.0
4487757,WEB,0,2021-10-27T19:53:43.000Z,en,0,10,4.0
4487766,WEB,0,2021-10-27T19:56:52.000Z,en,0,20,4.0
4487777,WEB,0,2021-10-27T20:01:27.000Z,en,0,546,3.0
4487789,WEB,0,2021-10-27T20:06:54.000Z,en,0,10,2.0
4487809,WEB,0,2021-10-27T20:16:59.000Z,en,0,166,5.0
4487841,WEB,0,2021-10-27T20:26:11.000Z,en,0,68,5.0
4487886,WEB,0,2021-10-27T20:54:20.000Z,en,0,816,6.0
4489005,WEB,0,2021-10-28T08:12:09.000Z,en,0,254,8028489326.0
4489331,WEB,0,2021-10-28T10:12:40.000Z,en,0,23307,4.0
4489433,WEB,0,2021-10-28T10:47:30.000Z,en,0,0,
4489520,WEB,0,2021-10-28T11:18:14.000Z,en,0,5156,30.0
4489596,WEB,0,2021-10-28T11:45:02.000Z,en,0,66,5.0
4489660,WEB,0,2021-10-28T12:08:46.000Z,en,0,0,25.0
4489696,WEB,0,2021-10-28T12:18:00.000Z,en,0,0,7.0
4489729,WEB,0,2021-10-28T12:25:56.000Z,en,0,0,3.0
4489733,WEB,0,2021-10-28T12:27:27.000Z,en,0,0,
4489829,WEB,0,2021-10-28T12:57:27.000Z,en,0,0,6.0
4492687,WEB,0,2021-10-28T14:24:17.000Z,en,0,0,
4492709,WEB,0,2021-10-28T14:30:11.000Z,en,0,0,3.0
4492770,WEB,0,2021-10-28T14:48:37.000Z,en,0,0,2.0
4493414,WEB,0,2021-10-28T18:00:13.000Z,en,0,20,2.0
4493803,WEB,0,2021-10-28T20:20:07.000Z,en,0,12,
4493806,WEB,0,2021-10-28T20:21:47.000Z,en,0,17,
4493813,WEB,0,2021-10-28T20:24:48.000Z,en,0,124,8039446673.0
4493820,WEB,0,2021-10-28T20:27:03.000Z,en,0,16,
4493828,WEB,0,2021-10-28T20:29:37.000Z,en,0,50,
4493835,WEB,0,2021-10-28T20:31:14.000Z,en,0,42,
4493880,WEB,0,2021-10-28T20:50:56.000Z,en,0,50,
4493934,WEB,0,2021-10-28T21:11:08.000Z,en,0,40,
4493964,WEB,0,2021-10-28T21:29:34.000Z,en,0,0,2.0
4493985,WEB,0,2021-10-28T21:42:13.000Z,en,0,0,3.0
4495695,WEB,0,2021-10-29T11:20:13.000Z,en,0,51,3.0
4495722,WEB,0,2021-10-29T11:28:10.000Z,en,0,0,4.0
4495938,WEB,0,2021-10-29T12:31:25.000Z,en,0,0,
4500021,WEB,0,2021-10-29T14:25:03.000Z,en,0,0,8.0
4500489,WEB,0,2021-10-29T16:16:17.000Z,en,0,13,2.0
4500920,WEB,0,2021-10-29T18:09:04.000Z,en,0,189,
4500949,WEB,0,2021-10-29T18:15:34.000Z,en,0,0,2.0
4500988,WEB,0,2021-10-29T18:25:41.000Z,en,0,27,
4501022,WEB,0,2021-10-29T18:35:16.000Z,en,0,0,
4501054,WEB,0,2021-10-29T18:43:30.000Z,en,0,0,
4501203,WEB,0,2021-10-29T19:29:57.000Z,en,0,40,
4501212,WEB,0,2021-10-29T19:32:20.000Z,en,0,50,
4501244,WEB,0,2021-10-29T19:46:30.000Z,en,0,42,
4501250,WEB,0,2021-10-29T19:48:24.000Z,en,0,50,
4503171,WEB,0,2021-10-30T09:44:19.000Z,en,0,0,
4503176,WEB,0,2021-10-30T09:46:49.000Z,en,0,0,
4503180,WEB,0,2021-10-30T09:48:20.000Z,en,0,0,
4503181,WEB,0,2021-10-30T09:49:03.000Z,en,0,0,
4503190,WEB,0,2021-10-30T09:52:41.000Z,en,0,0,
4503268,WEB,0,2021-10-30T10:20:04.000Z,en,0,573,
4503417,WEB,0,2021-10-30T11:11:08.000Z,en,0,0,1.0
4503435,WEB,0,2021-10-30T11:18:43.000Z,en,0,0,
4503464,WEB,0,2021-10-30T11:27:10.000Z,en,0,0,2.0
4503534,WEB,0,2021-10-30T11:52:18.000Z,en,0,0,9.0
4503555,WEB,0,2021-10-30T11:57:00.000Z,en,0,0,5.0
4503564,WEB,0,2021-10-30T11:59:57.000Z,en,0,136,
4503644,WEB,0,2021-10-30T12:18:12.000Z,en,0,0,
4503654,WEB,0,2021-10-30T12:20:32.000Z,en,0,0,6.0
4503693,WEB,0,2021-10-30T12:29:53.000Z,en,0,0,3.0
4503709,WEB,0,2021-10-30T12:34:23.000Z,en,0,0,5.0
4503760,WEB,0,2021-10-30T12:46:37.000Z,en,0,0,
4503780,WEB,0,2021-10-30T12:50:10.000Z,en,0,91,3.0
4503791,WEB,0,2021-10-30T12:54:55.000Z,en,0,50,3.0
4503798,WEB,0,2021-10-30T12:55:37.000Z,en,0,81,
4503851,WEB,0,2021-10-30T13:08:31.000Z,en,0,76,2.0
4503884,WEB,0,2021-10-30T13:14:24.000Z,en,0,0,2.0
4503886,WEB,0,2021-10-30T13:14:30.000Z,en,0,0,5.0
4503901,WEB,0,2021-10-30T13:19:32.000Z,en,0,0,4.0
4503920,WEB,0,2021-10-30T13:26:18.000Z,en,0,0,
4503933,WEB,0,2021-10-30T13:30:01.000Z,en,0,50,4.0
4503964,WEB,0,2021-10-30T13:39:22.000Z,en,0,0,3.0
4503986,WEB,0,2021-10-30T13:45:42.000Z,en,0,0,3.0
4504070,WEB,0,2021-10-30T14:05:12.000Z,en,0,0,4.0
4504154,WEB,0,2021-10-30T14:23:11.000Z,en,0,4459,10.0
4504192,WEB,0,2021-10-30T14:31:26.000Z,en,0,0,
4504236,WEB,0,2021-10-30T14:40:36.000Z,en,0,0,
4504275,WEB,0,2021-10-30T14:52:25.000Z,en,0,0,3.0
4504304,WEB,0,2021-10-30T14:58:19.000Z,en,0,0,
4504310,WEB,0,2021-10-30T14:58:59.000Z,en,0,0,4.0
4504336,WEB,0,2021-10-30T15:04:17.000Z,en,0,138,
4504373,WEB,0,2021-10-30T15:13:43.000Z,en,0,0,
4504375,WEB,0,2021-10-30T15:14:09.000Z,en,0,0,3.0
4504491,WEB,0,2021-10-30T15:45:31.000Z,en,0,0,4.0
4504531,WEB,0,2021-10-30T15:55:15.000Z,en,0,0,2.0
4504666,WEB,0,2021-10-30T16:29:23.000Z,en,0,416,4.0
4505336,WEB,0,2021-10-30T19:28:08.000Z,en,0,0,
4505515,WEB,0,2021-10-30T20:21:47.000Z,en,0,42,
4505518,WEB,0,2021-10-30T20:22:29.000Z,en,0,18,
4505616,WEB,0,2021-10-30T20:57:11.000Z,en,0,621,3.0
4505627,WEB,0,2021-10-30T21:00:08.000Z,en,0,125,2.0
4505636,WEB,0,2021-10-30T21:05:11.000Z,en,0,20,
4505646,WEB,0,2021-10-30T21:08:03.000Z,en,0,11,
4505655,WEB,0,2021-10-30T21:11:44.000Z,en,0,574,4.0
4505688,WEB,0,2021-10-30T21:24:24.000Z,en,0,6145,35.0
4505705,WEB,0,2021-10-30T21:34:22.000Z,en,0,0,
4505767,WEB,0,2021-10-30T21:55:32.000Z,en,0,350,
4508767,WEB,0,2021-10-31T16:56:20.000Z,en,0,11,
4508940,WEB,0,2021-10-31T17:53:08.000Z,en,0,15,
4510888,WEB,0,2021-11-01T09:41:46.000Z,en,0,0,4.0
4510916,WEB,0,2021-11-01T09:49:47.000Z,en,0,0,
4510938,WEB,0,2021-11-01T10:03:58.000Z,en,0,50,2.0
4511148,WEB,0,2021-11-01T11:19:35.000Z,en,0,0,
4511151,WEB,0,2021-11-01T11:20:42.000Z,en,0,0,3.0
4511166,WEB,0,2021-11-01T11:24:10.000Z,en,0,0,
4511190,WEB,0,2021-11-01T11:30:33.000Z,en,0,0,
4511263,WEB,0,2021-11-01T11:57:26.000Z,en,0,0,
4511340,WEB,0,2021-11-01T12:23:37.000Z,en,0,20,4.0
4511519,WEB,0,2021-11-01T13:14:05.000Z,en,0,0,1.0
4511543,WEB,0,2021-11-01T13:19:34.000Z,en,0,0,2.0
4511561,WEB,0,2021-11-01T13:21:49.000Z,en,0,0,1.0
4511562,WEB,0,2021-11-01T13:22:02.000Z,en,0,41,3.0
4511589,WEB,0,2021-11-01T13:28:12.000Z,en,0,0,1.0
4511618,WEB,0,2021-11-01T13:35:06.000Z,en,0,0,3.0
4511621,WEB,0,2021-11-01T13:36:09.000Z,en,0,0,2.0
4511671,WEB,0,2021-11-01T13:49:40.000Z,en,0,165,3.0
4511707,WEB,0,2021-11-01T13:55:18.000Z,en,0,0,2.0
4511717,WEB,0,2021-11-01T13:59:00.000Z,en,0,0,4.0
4511723,WEB,0,2021-11-01T14:00:28.000Z,en,0,0,4.0
4511739,WEB,0,2021-11-01T14:03:18.000Z,en,0,0,1.0
4511745,WEB,0,2021-11-01T14:06:01.000Z,en,0,0,3.0
4511765,WEB,0,2021-11-01T14:12:29.000Z,en,0,0,1.0
4511789,WEB,0,2021-11-01T14:18:28.000Z,en,0,0,
4511801,WEB,0,2021-11-01T14:21:15.000Z,en,0,0,1.0
4511844,WEB,0,2021-11-01T14:34:17.000Z,en,0,0,
4511889,WEB,0,2021-11-01T14:51:14.000Z,en,0,0,
4512020,WEB,0,2021-11-01T15:29:25.000Z,en,0,0,1.0
4512069,WEB,0,2021-11-01T15:44:39.000Z,en,0,0,3.0
4512080,WEB,0,2021-11-01T15:49:02.000Z,en,0,0,
4512373,WEB,0,2021-11-01T17:29:05.000Z,en,0,1866,3.0
